titolo,durata,genere,rating,regista,cast,classificazione,film_id
Good Will Hunting,126.0,"Dramma, Romantico",8.3,Gus Van Sant,"Robin Williams, Matt Damon, Ben Affleck, Stellan Skarsgård",,174
Fifty Shades of Grey,125.0,"Dramma, Romantico, Thriller",4.2,Sam Taylor-Johnson,"Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford",,175
Lisa Frankenstein,101.0,"Commedia, Horror, Romantico",6.1,Zelda Williams,"Kathryn Newton, Liza Soberano, Jenna Davis, Trina LaFargue",VM14,176
Bob Marley: One Love,107.0,"Biografia, Dramma, Musica",6.3,Reinaldo Marcus Green,"Kingsley Ben-Adir, Lashana Lynch, James Norton, Tosin Cole",VM14,177
The Long Game,112.0,"Dramma, Storico, Sport",6.7,Julio Quintana,"Jay Hernandez, Dennis Quaid, Cheech Marin, Julian Works",T,178
10 Things I Hate About You,97.0,"Commedia, Dramma, Romantico",7.3,Gil Junger,"Heath Ledger, Julia Stiles, Joseph Gordon-Levitt, Larisa Oleynik",,179
The Goonies,114.0,"Avventura, Commedia, Per famiglie",7.7,Richard Donner,"Sean Astin, Josh Brolin, Jeff Cohen, Corey Feldman",,180
The Voyeurs,116.0,"Dramma, Mistero, Romantico",6.1,Michael Mohan,"Sydney Sweeney, Justice Smith, Ben Hardy, Natasha Liu Bordizzo",,181
Jurassic World Dominion,147.0,"Azione, Avventura, Fantascienza",5.6,Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Laura Dern, Sam Neill",,182
The Dead Don't Die,104.0,"Commedia, Fantasy, Horror",5.5,Jim Jarmusch,"Bill Murray, Adam Driver, Tilda Swinton, Tom Waits",,183
Joker,122.0,"Crime, Dramma, Thriller",8.4,Todd Phillips,"Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy",,184
Se7en,127.0,"Crime, Dramma, Mistero",8.6,David Fincher,"Morgan Freeman, Brad Pitt, Kevin Spacey, Andrew Kevin Walker",,185
Spider-Man: No Way Home,148.0,"Azione, Avventura, Fantasy",8.2,Jon Watts,"Tom Holland, Zendaya, Benedict Cumberbatch, Jacob Batalon",,186
The Outsiders,91.0,"Crime, Dramma",7.0,Francis Ford Coppola,"C. Thomas Howell, Matt Dillon, Ralph Macchio, Patrick Swayze",,187
Promising Young Woman,113.0,"Crime, Dramma, Mistero",7.5,Emerald Fennell,"Carey Mulligan, Bo Burnham, Alison Brie, Clancy Brown",,188
Avengers: Endgame,181.0,"Azione, Avventura, Dramma",8.4,Anthony Russo,"Joe Russo, Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",,189
Not Another Church Movie,90.0,Commedia,3.0,Johnny Mack,"Mickey Rourke, Jamie Foxx, Vivica A. Fox, Lamorne Morris",VM18,190
Mad Max 2,96.0,"Azione, Avventura, Fantascienza",7.6,George Miller,"Mel Gibson, Bruce Spence, Michael Preston, Max Phipps",,191
The Boys in the Boat,123.0,"Biografia, Dramma, Sport",6.9,George Clooney,"Joel Edgerton, Callum Turner, Peter Guinness, Sam Strike",VM14,192
The Land That Time Forgot,91.0,"Avventura, Fantasy",5.6,Kevin Connor,"Doug McClure, John McEnery, Susan Penhaligon, Keith Barron",,193
Aliens,137.0,"Azione, Avventura, Fantascienza",8.4,James Cameron,"Sigourney Weaver, Michael Biehn, Carrie Henn, Paul Reiser",,194
Jurassic Park,127.0,"Azione, Avventura, Fantascienza",8.2,Steven Spielberg,"Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough",,195
Gone Girl,149.0,"Dramma, Mistero, Thriller",8.1,David Fincher,"Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry",,196
Watchmen,162.0,"Azione, Dramma, Mistero",7.6,Zack Snyder,"Jackie Earle Haley, Patrick Wilson, Carla Gugino, Malin Akerman",,197
One Life,109.0,"Biografia, Dramma, Storico",7.5,James Hawes,"Anthony Hopkins, Lena Olin, Johnny Flynn, Helena Bonham Carter",T,198
Heat,170.0,"Azione, Crime, Dramma",8.3,Michael Mann,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight",,199
The Matrix Resurrections,148.0,"Azione, Fantascienza",5.7,Lana Wachowski,"Keanu Reeves, Carrie-Anne Moss, Yahya Abdul-Mateen II, Jonathan Groff",,200
Masterminds,95.0,"Biografia, Commedia, Crime",5.8,Jared Hess,"Zach Galifianakis, Owen Wilson, Kristen Wiig, Ross Kimball",,201
Le Cinquième Élément,126.0,"Azione, Avventura, Fantascienza",7.6,Luc Besson,"Bruce Willis, Milla Jovovich, Gary Oldman, Ian Holm",,202
Saving Private Ryan,169.0,"Dramma, Guerra",8.6,Steven Spielberg,"Tom Hanks, Matt Damon, Tom Sizemore, Edward Burns",,203
Goodfellas,145.0,"Biografia, Crime, Dramma",8.7,Martin Scorsese,"Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco",,204
The Notebook,123.0,"Dramma, Romantico",7.8,Nick Cassavetes,"Gena Rowlands, James Garner, Rachel McAdams, Ryan Gosling",,205
Léon,110.0,"Azione, Crime, Dramma",8.5,Luc Besson,"Jean Reno, Gary Oldman, Natalie Portman, Danny Aiello",,206
No Country for Old Men,122.0,"Crime, Dramma, Thriller",8.2,Ethan Coen,"Joel Coen, Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson",,207
Steel Magnolias,117.0,"Commedia, Dramma, Romantico",7.3,Herbert Ross,"Shirley MacLaine, Olympia Dukakis, Sally Field, Julia Roberts",,208
Ford v Ferrari,152.0,"Azione, Biografia, Dramma",8.1,James Mangold,"Matt Damon, Christian Bale, Jon Bernthal, Caitríona Balfe",,209
The Departed,151.0,"Crime, Dramma, Thriller",8.5,Martin Scorsese,"Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg",,210
Culpa mía,117.0,"Dramma, Romantico",6.2,Domingo González,"Nicole Wallace, Gabriel Guevara, Marta Hazas, Iván Sánchez",,211
Ordinary Angels,118.0,Dramma,7.4,Jon Gunn,"Hilary Swank, Alan Ritchson, Emily Mitchell, Skywalker Hughes",T,212
Whiplash,106.0,"Dramma, Musica",8.5,Damien Chazelle,"Miles Teller, J.K. Simmons, Melissa Benoist, Paul Reiser",,213
The Big Lebowski,117.0,"Commedia, Crime",8.1,Joel Coen,"Ethan Coen, Jeff Bridges, John Goodman, Julianne Moore, Steve Buscemi",,214
Apocalypse Now,147.0,"Dramma, Mistero, Guerra",8.4,Francis Ford Coppola,"Martin Sheen, Marlon Brando, Robert Duvall, Frederic Forrest",VM18,215
The Usual Suspects,106.0,"Crime, Dramma, Mistero",8.5,Bryan Singer,"Kevin Spacey, Gabriel Byrne, Chazz Palminteri, Stephen Baldwin",,216
Mortal Kombat,110.0,"Azione, Avventura, Fantasy",6.0,Simon McQuoid,"Lewis Tan, Jessica McNamee, Josh Lawson, Joe Taslim",,217
Top Gun,109.0,"Azione, Dramma",6.9,Tony Scott,"Tom Cruise, Tim Robbins, Kelly McGillis, Val Kilmer",,218
Baby Driver,113.0,"Azione, Crime, Dramma",7.5,Edgar Wright,"Ansel Elgort, Jon Bernthal, Jon Hamm, Eiza González",,219
Spaceman,107.0,"Avventura, Dramma, Fantascienza",5.7,Johan Renck,"Adam Sandler, Carey Mulligan, Paul Dano, Kunal Nayyar",VM18,220
Braveheart,178.0,"Biografia, Dramma, Guerra",8.3,Mel Gibson,"Mel Gibson, Sophie Marceau, Patrick McGoohan, Angus Macfadyen",,221
Requiem for a Dream,102.0,Dramma,8.3,Darren Aronofsky,"Ellen Burstyn, Jared Leto, Jennifer Connelly, Marlon Wayans",,222
Hellboy,120.0,"Azione, Avventura, Fantasy",5.3,Neil Marshall,"David Harbour, Milla Jovovich, Ian McShane, Sasha Lane",VM18,223
La La Land,128.0,"Commedia, Dramma, Musica",8.0,Damien Chazelle,"Ryan Gosling, Emma Stone, Rosemarie DeWitt, J.K. Simmons",,224
Twilight,122.0,"Dramma, Fantasy, Romantico",5.3,Catherine Hardwicke,"Kristen Stewart, Robert Pattinson, Billy Burke, Sarah Clarke",,225
Dead Poets Society,128.0,"Commedia, Dramma",8.1,Peter Weir,"Robin Williams, Robert Sean Leonard, Ethan Hawke, Josh Charles",,226
Star Wars: Episode VIII - The Last Jedi,152.0,"Azione, Avventura, Fantasy",6.9,Rian Johnson,"Daisy Ridley, John Boyega, Mark Hamill, Carrie Fisher",,227
Mean Girls,97.0,Commedia,7.1,Mark Waters,"Lindsay Lohan, Jonathan Bennett, Rachel McAdams, Tina Fey",,228
No Time to Die,163.0,"Azione, Avventura, Thriller",7.3,Cary Joji Fukunaga,"Daniel Craig, Ana de Armas, Rami Malek, Léa Seydoux",,229
Guardians of the Galaxy Vol. 3,150.0,"Azione, Avventura, Commedia",7.9,James Gunn,"Chris Pratt, Chukwudi Iwuji, Bradley Cooper, Pom Klementieff",,230
Gummo,89.0,"Commedia, Dramma",6.6,Harmony Korine,"Nick Sutton, Jacob Sewell, Lara Tosh, Jacob Reynolds",,231
Men,100.0,"Dramma, Fantasy, Horror",6.1,Alex Garland,"Jessie Buckley, Rory Kinnear, Paapa Essiedu, Gayle Rankin",,232
The Strangers,86.0,"Horror, Mistero, Thriller",6.1,Bryan Bertino,"Scott Speedman, Liv Tyler, Gemma Ward, Alex Fisher",VM18,233
Ex Machina,108.0,"Dramma, Fantascienza, Thriller",7.7,Alex Garland,"Alicia Vikander, Domhnall Gleeson, Oscar Isaac, Sonoya Mizuno",,234
The Maze Runner,113.0,"Azione, Mistero, Fantascienza",6.8,Wes Ball,"Dylan O'Brien, Kaya Scodelario, Will Poulter, Thomas Brodie-Sangster",,235
You Should Have Left,93.0,"Horror, Mistero, Thriller",5.4,David Koepp,"Kevin Bacon, Amanda Seyfried, Avery Tiiu Essex, Colin Blumenau",VM18,236
Shrek,90.0,"Animazione, Avventura, Commedia",7.9,Andrew Adamson,"Vicky Jenson, Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow",,237
Cash Out,92.0,Azione,4.6,Randall Emmett,"John Travolta, Kristin Davis, Lukas Haas, Quavo",VM18,238
The Killing of a Sacred Deer,121.0,"Dramma, Horror, Mistero",7.0,Yorgos Lanthimos,"Barry G. Bernson, Herb Caillouet, Bill Camp, Raffey Cassidy",,239
Nope,130.0,"Horror, Mistero, Fantascienza",6.8,Jordan Peele,"Daniel Kaluuya, Keke Palmer, Brandon Perea, Michael Wincott",,240
The Hateful Eight,168.0,"Crime, Dramma, Mistero",7.8,Quentin Tarantino,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins",,241
The Devil Wears Prada,109.0,"Commedia, Dramma",6.9,David Frankel,"Anne Hathaway, Meryl Streep, Adrian Grenier, Emily Blunt",,242
The Princess Bride,98.0,"Avventura, Commedia, Per famiglie",8.0,Rob Reiner,"Cary Elwes, Mandy Patinkin, Robin Wright, Chris Sarandon",,243
Django Unchained,165.0,"Commedia, Dramma, Western",8.5,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington",,244
Srpski film,104.0,"Horror, Mistero, Thriller",5.0,Srdjan Spasojevic,"Srdjan 'Zika' Todorovic, Sergej Trifunovic, Jelena Gavrilovic, Slobodan Bestic",,245
Hacksaw Ridge,139.0,"Biografia, Dramma, Storico",8.1,Mel Gibson,"Andrew Garfield, Sam Worthington, Luke Bracey, Teresa Palmer",,246
The Creator,133.0,"Azione, Avventura, Dramma",6.7,Gareth Edwards,"John David Washington, Madeleine Yuna Voyles, Gemma Chan, Allison Janney",VM14,247
Pride & Prejudice,129.0,"Dramma, Romantico",7.8,Joe Wright,"Keira Knightley, Matthew Macfadyen, Brenda Blethyn, Donald Sutherland",,248
Babylon,189.0,"Commedia, Dramma, Storico",7.1,Damien Chazelle,"Brad Pitt, Margot Robbie, Jean Smart, Olivia Wilde",,249
Farming,101.0,Dramma,6.2,Adewale Akinnuoye-Agbaje,"Leke Adebayo, Ademola Adedoyin, Adejola Adeyemi, Adewale Akinnuoye-Agbaje",VM18,250
Pretty in Pink,97.0,"Commedia, Dramma, Romantico",6.7,Howard Deutch,"Molly Ringwald, Jon Cryer, Harry Dean Stanton, Annie Potts",,251
X-Men Origins: Wolverine,107.0,"Azione, Fantascienza",6.5,Gavin Hood,"Hugh Jackman, Liev Schreiber, Ryan Reynolds, Danny Huston",,252
John Wick,101.0,"Azione, Crime, Thriller",7.4,Chad Stahelski,"Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe",,253
Kill Bill: Vol. 1,111.0,"Azione, Crime, Thriller",8.2,Quentin Tarantino,"Uma Thurman, David Carradine, Daryl Hannah, Michael Madsen",,254
28 Days Later...,113.0,"Dramma, Horror, Fantascienza",7.5,Danny Boyle,"Cillian Murphy, Naomie Harris, Christopher Eccleston, Alex Palmer",,255
Pirates of the Caribbean: The Curse of the Black Pearl,143.0,"Azione, Avventura, Fantasy",8.1,Gore Verbinski,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley",,256
Mandy,121.0,"Azione, Fantasy, Horror",6.5,Panos Cosmatos,"Nicolas Cage, Andrea Riseborough, Linus Roache, Ned Dennehy",,257
A Quiet Place,90.0,"Dramma, Horror, Fantascienza",7.5,John Krasinski,"Emily Blunt, John Krasinski, Millicent Simmonds, Noah Jupe",,258
Five Nights at Freddy's,109.0,"Horror, Mistero, Thriller",5.5,Emma Tammi,"Josh Hutcherson, Piper Rubio, Elizabeth Lail, Matthew Lillard",VM14,259
Hidden,84.0,"Horror, Fantascienza, Thriller",6.4,Matt Duffer,"Ross Duffer, Alexander Skarsgård, Andrea Riseborough, Emily Alyn Lind, Steven Elliot",VM18,260
Back to the Future,116.0,"Avventura, Commedia, Fantascienza",8.5,Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover",,261
Expend4bles,103.0,"Azione, Avventura, Thriller",4.8,Scott Waugh,"Jason Statham, 50 Cent, Megan Fox, Dolph Lundgren",VM18,262
Star Trek,127.0,"Azione, Avventura, Fantascienza",7.9,J.J. Abrams,"Chris Pine, Zachary Quinto, Simon Pegg, Leonard Nimoy",,263
The Dark Knight Rises,164.0,"Azione, Dramma, Thriller",8.4,Christopher Nolan,"Christian Bale, Tom Hardy, Anne Hathaway, Gary Oldman",,264
Anna,118.0,"Azione, Thriller",6.6,Luc Besson,"Sasha Luss, Helen Mirren, Luke Evans, Cillian Murphy",,265
The Prestige,130.0,"Dramma, Mistero, Fantascienza",8.5,Christopher Nolan,"Christian Bale, Hugh Jackman, Scarlett Johansson, Michael Caine",,266
365 dni,114.0,"Dramma, Romantico",3.3,Barbara Bialowas,"Tomasz Mandes, Anna-Maria Sieklucka, Michele Morrone, Bronislaw Wroclawski, Otar Saralidze",,267
Get Out,104.0,"Horror, Mistero, Thriller",7.8,Jordan Peele,"Daniel Kaluuya, Allison Williams, Bradley Whitford, Catherine Keener",,268
Ferrari,130.0,"Biografia, Dramma, Storico",6.5,Michael Mann,"Adam Driver, Shailene Woodley, Giuseppe Festinese, Alessandro Cremona",VM18,269
X-Men,104.0,"Azione, Avventura, Fantascienza",7.3,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen, Famke Janssen",,270
Call Me by Your Name,132.0,"Dramma, Romantico",7.8,Luca Guadagnino,"Timothée Chalamet, Armie Hammer, Michael Stuhlbarg, Amira Casar",,271
Little Women,135.0,"Dramma, Romantico",7.8,Greta Gerwig,"Saoirse Ronan, Emma Watson, Florence Pugh, Eliza Scanlen",,272
Reptile,134.0,"Crime, Dramma, Mistero",6.8,Grant Singer,"Benicio Del Toro, Justin Timberlake, Eric Bogosian, Alicia Silverstone",VM18,273
Hereditary,127.0,"Dramma, Horror, Mistero",7.3,Ari Aster,"Toni Collette, Milly Shapiro, Gabriel Byrne, Alex Wolff",,274
The American Society of Magical Negroes,104.0,"Commedia, Fantasy",3.1,Kobi Libii,"Justice Smith, Zachary Barton, Anthony Coons, Robbie Troy",VM14,275
It,135.0,"Fantasy, Horror",7.3,Andy Muschietti,"Bill Skarsgård, Jaeden Martell, Finn Wolfhard, Sophia Lillis",,276
The Dreamers,115.0,"Dramma, Romantico",7.1,Bernardo Bertolucci,"Michael Pitt, Louis Garrel, Eva Green, Anna Chancellor",,277
Logan,137.0,"Azione, Dramma, Fantascienza",8.1,James Mangold,"Hugh Jackman, Patrick Stewart, Dafne Keen, Boyd Holbrook",,278
Amar Singh Chamkila,145.0,"Biografia, Dramma, Musica",8.0,Imtiaz Ali,"Diljit Dosanjh, Parineeti Chopra, Apinderdeep Singh, Anjum Batra",,279
The Super Mario Bros. Movie,92.0,"Animazione, Avventura, Commedia",7.0,Aaron Horvath,"Michael Jelenic, Pierre Leduc, Fabien Polack, Chris Pratt, Anya Taylor-Joy, Charlie Day, Jack Black",,280
12 Angry Men,96.0,"Crime, Dramma",9.0,Sidney Lumet,"Henry Fonda, Lee J. Cobb, Martin Balsam, John Fiedler",,281
"Crazy, Stupid, Love.",118.0,"Commedia, Dramma, Romantico",7.4,Glenn Ficarra,"John Requa, Steve Carell, Ryan Gosling, Julianne Moore, Emma Stone",,282
Dazed and Confused,103.0,Commedia,7.6,Richard Linklater,"Jason London, Wiley Wiggins, Matthew McConaughey, Rory Cochrane",,283
The Magnificent Seven,132.0,"Azione, Avventura, Dramma",6.9,Antoine Fuqua,"Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio",,284
L.A. Confidential,138.0,"Crime, Dramma, Mistero",8.2,Curtis Hanson,"Kevin Spacey, Russell Crowe, Guy Pearce, Kim Basinger",,285
The Menu,107.0,"Commedia, Horror, Thriller",7.2,Mark Mylod,"Ralph Fiennes, Anya Taylor-Joy, Nicholas Hoult, Hong Chau",,286
Rush,123.0,"Azione, Biografia, Dramma",8.1,Ron Howard,"Daniel Brühl, Chris Hemsworth, Olivia Wilde, Alexandra Maria Lara",VM18,287
The Covenant,123.0,"Azione, Dramma, Thriller",7.5,Guy Ritchie,"Jake Gyllenhaal, Dar Salim, Sean Sagar, Jason Wong",VM18,288
Drive,100.0,"Azione, Dramma",7.8,Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",,289
Avatar: The Way of Water,192.0,"Azione, Avventura, Fantasy",7.5,James Cameron,"Sam Worthington, Zoe Saldana, Sigourney Weaver, Stephen Lang",,290
Amadeus,160.0,"Biografia, Dramma, Musica",8.4,Milos Forman,"F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Roy Dotrice",VM18,291
The Terminator,107.0,"Azione, Avventura, Fantascienza",8.1,James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Michael Biehn, Paul Winfield",,292
Beneath the Planet of the Apes,95.0,"Azione, Avventura, Fantascienza",6.0,Ted Post,"James Franciscus, Kim Hunter, Maurice Evans, Linda Harrison",,293
Boogie Nights,155.0,Dramma,7.9,Paul Thomas Anderson,"Mark Wahlberg, Julianne Moore, Burt Reynolds, Luis Guzmán",,294
Dungeons & Dragons: Honor Among Thieves,134.0,"Azione, Avventura, Commedia",7.2,John Francis Daley,"Jonathan Goldstein, Chris Pine, Michelle Rodriguez, Regé-Jean Page, Justice Smith",,295
The Blue Lagoon,104.0,"Avventura, Dramma, Romantico",5.8,Randal Kleiser,"Brooke Shields, Christopher Atkins, Leo McKern, William Daniels",,296
Bridge to Terabithia,96.0,"Dramma, Per famiglie, Fantasy",7.2,Gabor Csupo,"Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick",,297
Prisoners,153.0,"Crime, Dramma, Mistero",8.2,Denis Villeneuve,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Melissa Leo",,298
Sicario,121.0,"Azione, Crime, Dramma",7.7,Denis Villeneuve,"Emily Blunt, Josh Brolin, Benicio Del Toro, Jon Bernthal",,299
American Psycho,102.0,"Crime, Dramma, Horror",7.6,Mary Harron,"Christian Bale, Justin Theroux, Josh Lucas, Bill Sage",,300
The Gray Man,122.0,"Azione, Thriller",6.5,Joe Russo,"Anthony Russo, Ryan Gosling, Chris Evans, Ana de Armas, Billy Bob Thornton",,301
Fall,107.0,"Azione, Thriller",6.4,Scott Mann,"Grace Caroline Currey, Virginia Gardner, Mason Gooding, Jeffrey Dean Morgan",VM14,302
From Dusk Till Dawn,108.0,"Azione, Crime, Horror",7.2,Robert Rodriguez,"Harvey Keitel, George Clooney, Juliette Lewis, Quentin Tarantino",,303
Cinderella,112.0,"Commedia, Per famiglie, Fantasy",4.4,Kay Cannon,"Camila Cabello, Billy Porter, Nicholas Galitzine, Idina Menzel",,304
The Godfather Part II,202.0,"Crime, Dramma",9.0,Francis Ford Coppola,"Al Pacino, Robert De Niro, Robert Duvall, Diane Keaton",,305
Prometheus,124.0,"Avventura, Mistero, Fantascienza",7.0,Ridley Scott,"Noomi Rapace, Logan Marshall-Green, Michael Fassbender, Charlize Theron",,306
Free Guy,115.0,"Azione, Avventura, Commedia",7.1,Shawn Levy,"Ryan Reynolds, Jodie Comer, Taika Waititi, Lil Rel Howery",,307
Eternal Sunshine of the Spotless Mind,108.0,"Dramma, Romantico, Fantascienza",8.3,Michel Gondry,"Jim Carrey, Kate Winslet, Tom Wilkinson, Gerry Robert Byrne",,308
The Dry,117.0,"Crime, Dramma, Mistero",6.9,Robert Connolly,"Eric Bana, Genevieve O'Reilly, Keir O'Donnell, John Polson",VM18,309
One Day,107.0,"Dramma, Romantico",7.0,Lone Scherfig,"Anne Hathaway, Jim Sturgess, Patricia Clarkson, Tom Mison",,310
Love & Other Drugs,112.0,"Commedia, Dramma, Romantico",6.7,Edward Zwick,"Jake Gyllenhaal, Anne Hathaway, Judy Greer, Oliver Platt",,311
"Girl, Interrupted",127.0,"Biografia, Dramma",7.3,James Mangold,"Winona Ryder, Angelina Jolie, Clea DuVall, Brittany Murphy",,312
Godzilla vs. Kong,113.0,"Azione, Fantascienza, Thriller",6.3,Adam Wingard,"Alexander Skarsgård, Millie Bobby Brown, Rebecca Hall, Brian Tyree Henry",,313
Asteroid City,105.0,"Commedia, Dramma, Romantico",6.5,Wes Anderson,"Jason Schwartzman, Scarlett Johansson, Tom Hanks, Jeffrey Wright",VM14,314
The Lion King,88.0,"Animazione, Avventura, Dramma",8.5,Roger Allers,"Rob Minkoff, Matthew Broderick, Jeremy Irons, James Earl Jones, Whoopi Goldberg",,315
Oldeuboi,101.0,"Azione, Dramma, Mistero",8.3,Park Chan-wook,"Choi Min-sik, Yoo Ji-tae, Kang Hye-jeong, Kim Byeong-Ok",,316
Don't Worry Darling,123.0,"Dramma, Mistero, Thriller",6.3,Olivia Wilde,"Florence Pugh, Harry Styles, Chris Pine, Olivia Wilde",,317
Lift,107.0,"Azione, Commedia, Crime",5.5,F. Gary Gray,"Kevin Hart, Gugu Mbatha-Raw, Sam Worthington, Vincent D'Onofrio",VM14,318
Beetlejuice,92.0,"Commedia, Fantasy",7.5,Tim Burton,"Alec Baldwin, Geena Davis, Michael Keaton, Annie McEnroe",,319
Pitch Perfect,112.0,"Commedia, Musica, Romantico",7.1,Jason Moore,"Anna Kendrick, Brittany Snow, Rebel Wilson, Anna Camp",,320
Night Swim,98.0,"Horror, Thriller",4.7,Bryce McGuire,"Wyatt Russell, Kerry Condon, Amélie Hoeferle, Gavin Warren",VM14,321
Cars,116.0,"Animazione, Avventura, Commedia",7.2,John Lasseter,"Joe Ranft, Owen Wilson, Bonnie Hunt, Paul Newman, Larry the Cable Guy",,322
Arrival,116.0,"Dramma, Mistero, Fantascienza",7.9,Denis Villeneuve,"Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg",,323
Justice League: Crisis on Infinite Earths - Part Two,94.0,"Animazione, Azione, Avventura",5.5,Jeff Wamester,"Jensen Ackles, Darren Criss, Meg Donnelly, Stana Katic",VM14,324
Shutter Island,138.0,"Dramma, Mistero, Thriller",8.2,Martin Scorsese,"Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo, Ben Kingsley",,325
Tombstone,130.0,"Biografia, Dramma, Storico",7.8,George P. Cosmatos,"Kevin Jarre, Kurt Russell, Val Kilmer, Sam Elliott, Bill Paxton",,326
Upgraded,104.0,"Commedia, Romantico",6.1,Carlson Young,"Camila Mendes, Archie Renaux, Marisa Tomei, Lena Olin",VM18,327
Kimitachi wa dô ikiru ka,124.0,"Animazione, Avventura, Dramma",7.6,Hayao Miyazaki,"Soma Santoki, Masaki Suda, Kô Shibasaki, Aimyon",,328
Ready Player One,140.0,"Azione, Avventura, Fantascienza",7.4,Steven Spielberg,"Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe",,329
Moonfall,130.0,"Azione, Avventura, Fantascienza",5.1,Roland Emmerich,"Halle Berry, Patrick Wilson, John Bradley, Charlie Plummer",,330
Gran Turismo,134.0,"Azione, Avventura, Dramma",7.1,Neill Blomkamp,"David Harbour, Orlando Bloom, Archie Madekwe, Takehiro Hira",VM14,331
Fast X,141.0,"Azione, Avventura, Crime",5.8,Louis Leterrier,"Vin Diesel, Michelle Rodriguez, Jason Statham, Jordana Brewster",,332
